Order_ID,Order_Date,Customer_Name,Segment,Region,State,Category,Sub_Category,Product,Quantity,Unit_Price,Discount,Sales,Profit
ORD100394,2025-05-10,Customer 1058,Consumer,East,Odisha,Furniture,Furnishings,Desk Organizer,2,5629.99,0.2,9007.99,506.24
ORD100395,2025-02-21,Customer 1023,Corporate,South,Tamil Nadu,Furniture,Bookcases,Wood Bookcase,2,11309.31,0.2,18094.9,563.91
ORD100396,2025-11-04,Customer 1238,Small Business,West,Rajasthan,Technology,Accessories,Keyboard,3,1204.25,0,3612.75,864.85
ORD100397,2025-12-31,Customer 1132,Consumer,North,Delhi,Office Supplies,Binders,Presentation Binder,4,84.5,0.2,270.39,63.48
ORD100398,2025-11-03,Customer 1070,Corporate,South,Karnataka,Furniture,Chairs,Office Chair,2,12997.78,0.02,25475.64,2397.4
ORD100399,2025-12-09,Customer 1140,Consumer,West,Rajasthan,Furniture,Tables,Study Table,1,23423.14,0,23423.14,6610.46
ORD100400,2025-06-27,Customer 1129,Consumer,East,West Bengal,Technology,Laptops,Gaming Laptop,4,105365.21,0.05,400387.78,42444.17
ORD100401,2025-09-15,Customer 1113,Small Business,East,Jharkhand,Technology,Phones,iPhone,3,76699.57,0.15,195583.91,19075.52
ORD100402,2025-05-05,Customer 1066,Consumer,East,Odisha,Office Supplies,Art Supplies,Notebooks,4,1081.0,0,4324.01,804.41
ORD100403,2025-12-13,Customer 1063,Consumer,South,Tamil Nadu,Office Supplies,Art Supplies,Sketch Pens,5,666.0,0.2,2664.0,567.64
ORD100404,2025-12-11,Customer 1242,Corporate,East,Odisha,Technology,Laptops,Gaming Laptop,3,82121.48,0.15,209409.78,21296.28
ORD100405,2025-09-13,Customer 1091,Consumer,South,Telangana,Technology,Laptops,Gaming Laptop,2,69066.79,0.02,135370.91,35060.2
ORD100406,2025-03-03,Customer 1217,Consumer,North,Haryana,Office Supplies,Art Supplies,Notebooks,1,928.88,0.15,789.55,199.96
ORD100407,2025-09-10,Customer 1204,Consumer,East,West Bengal,Furniture,Bookcases,Metal Bookcase,2,17627.96,0.02,34550.81,3002.9
ORD100408,2025-09-15,Customer 1002,Consumer,East,Odisha,Furniture,Tables,Meeting Table,1,22456.11,0.1,20210.5,2515.06
ORD100409,2025-07-14,Customer 1156,Consumer,North,Punjab,Technology,Accessories,Keyboard,5,2355.95,0.05,11190.76,1915.81
ORD100410,2025-09-13,Customer 1033,Small Business,West,Gujarat,Technology,Accessories,Headset,7,3223.73,0.1,20309.52,1920.79
ORD100411,2025-02-21,Customer 1206,Consumer,East,Jharkhand,Office Supplies,Art Supplies,Sketch Pens,2,217.72,0.2,348.35,21.91
ORD100412,2025-09-13,Customer 1025,Corporate,South,Telangana,Office Supplies,Storage,File Cabinet,3,1655.65,0.15,4221.91,223.74
ORD100413,2025-04-21,Customer 1142,Small Business,East,Bihar,Furniture,Chairs,Office Chair,6,8352.52,0.05,47609.36,6987.5
ORD100414,2025-06-26,Customer 1199,Consumer,North,Haryana,Furniture,Bookcases,Wood Bookcase,5,14578.15,0.2,58312.61,8656.88
ORD100415,2025-12-11,Customer 1037,Small Business,West,Rajasthan,Office Supplies,Art Supplies,Markers,4,755.71,0.1,2720.57,527.73
ORD100416,2025-08-04,Customer 1074,Corporate,West,Goa,Office Supplies,Paper,A4 Paper,2,473.36,0.05,899.38,123.41
ORD100417,2025-05-19,Customer 1060,Corporate,West,Maharashtra,Office Supplies,Storage,File Cabinet,4,1170.45,0,4681.78,503.33
ORD100418,2025-04-18,Customer 1134,Corporate,South,Telangana,Furniture,Chairs,Ergonomic Chair,4,11452.29,0,45809.16,11434.21
ORD100419,2025-02-23,Customer 1113,Corporate,East,Odisha,Furniture,Chairs,Visitor Chair,4,7985.87,0.02,31304.63,7427.67
ORD100420,2025-09-27,Customer 1140,Consumer,South,Andhra Pradesh,Technology,Accessories,Headset,7,3699.77,0.15,22013.66,5463.1
ORD100421,2025-10-30,Customer 1123,Consumer,West,Maharashtra,Furniture,Furnishings,Desk Organizer,6,4337.17,0.05,24721.87,6612.19
ORD100422,2025-08-15,Customer 1217,Consumer,East,Bihar,Furniture,Bookcases,Wood Bookcase,3,4684.73,0.15,11946.05,2650.63
ORD100423,2025-08-29,Customer 1152,Consumer,North,Delhi,Office Supplies,Art Supplies,Sketch Pens,3,60.5,0.1,163.36,37.66
ORD100424,2025-10-08,Customer 1212,Consumer,East,Bihar,Technology,Printers,Inkjet Printer,2,11571.55,0.2,18514.47,3186.67
ORD100425,2025-02-10,Customer 1218,Consumer,West,Gujarat,Furniture,Bookcases,Metal Bookcase,6,17501.22,0.05,99756.96,15795.4
ORD100426,2025-05-29,Customer 1038,Consumer,North,Delhi,Furniture,Furnishings,Whiteboard,6,4236.52,0.02,24910.75,3625.55
ORD100427,2025-04-06,Customer 1003,Consumer,North,Haryana,Technology,Laptops,Ultrabook,4,121346.24,0.02,475677.27,45114.82
ORD100428,2025-08-04,Customer 1215,Corporate,East,Odisha,Office Supplies,Art Supplies,Sketch Pens,4,851.48,0,3405.9,519.93
ORD100429,2025-01-29,Customer 1212,Consumer,East,Odisha,Office Supplies,Paper,Premium Paper,2,374.92,0.05,712.36,176.16
ORD100430,2025-07-17,Customer 1053,Consumer,West,Rajasthan,Technology,Phones,Galaxy Phone,4,67266.63,0,269066.5,52373.96
ORD100431,2025-06-15,Customer 1076,Consumer,South,Telangana,Furniture,Chairs,Visitor Chair,5,11053.43,0.05,52503.8,9102.61
ORD100432,2025-12-08,Customer 1101,Corporate,South,Telangana,Office Supplies,Binders,Presentation Binder,3,86.33,0.05,246.04,48.26
ORD100433,2025-01-22,Customer 1175,Corporate,West,Maharashtra,Office Supplies,Binders,Presentation Binder,7,117.58,0.02,806.61,149.21
ORD100434,2025-01-31,Customer 1193,Consumer,East,Jharkhand,Furniture,Chairs,Ergonomic Chair,4,6873.78,0.15,23370.86,5047.72
ORD100435,2025-04-09,Customer 1143,Consumer,North,Uttar Pradesh,Office Supplies,Storage,Storage Box,3,5412.25,0.1,14613.06,3075.43
ORD100436,2025-04-08,Customer 1141,Consumer,South,Andhra Pradesh,Furniture,Bookcases,Metal Bookcase,3,19684.08,0.15,50194.41,12231.59
ORD100437,2025-08-19,Customer 1047,Small Business,East,Bihar,Office Supplies,Storage,File Cabinet,1,4700.32,0.15,3995.28,502.96
ORD100438,2025-11-14,Customer 1127,Corporate,South,Andhra Pradesh,Technology,Phones,iPhone,5,72876.33,0.02,357094.03,67953.33
ORD100439,2025-11-10,Customer 1240,Consumer,East,West Bengal,Technology,Accessories,Wireless Mouse,1,3996.16,0,3996.16,358.18
ORD100440,2025-04-14,Customer 1134,Corporate,North,Haryana,Furniture,Chairs,Ergonomic Chair,5,12805.4,0.1,57624.3,11510.03
ORD100441,2025-01-26,Customer 1163,Consumer,East,Jharkhand,Technology,Phones,Galaxy Phone,2,61935.21,0,123870.41,22664.94
ORD100442,2025-07-08,Customer 1055,Small Business,North,Delhi,Office Supplies,Storage,Storage Box,6,608.25,0.05,3467.03,293.47
ORD100443,2025-02-21,Customer 1045,Corporate,South,Tamil Nadu,Furniture,Tables,Office Table,5,21421.91,0.15,91043.13,16394.27
ORD100444,2025-02-24,Customer 1086,Corporate,East,Jharkhand,Office Supplies,Art Supplies,Markers,2,961.33,0.15,1634.26,213.83
ORD100445,2025-06-30,Customer 1082,Corporate,East,Odisha,Furniture,Bookcases,Metal Bookcase,4,17873.23,0.1,64343.62,15233.61
ORD100446,2025-07-12,Customer 1152,Consumer,East,Odisha,Furniture,Furnishings,Whiteboard,4,501.17,0,2004.7,593.89
ORD100447,2025-06-04,Customer 1235,Corporate,North,Punjab,Technology,Laptops,Business Laptop,7,78064.99,0.2,437163.95,92204.1
ORD100448,2025-02-18,Customer 1065,Corporate,North,Delhi,Furniture,Tables,Office Table,3,14177.07,0.15,36151.53,3523.64
ORD100449,2025-10-20,Customer 1211,Small Business,West,Maharashtra,Furniture,Tables,Study Table,1,23089.51,0.1,20780.56,1933.39
ORD100450,2025-11-01,Customer 1209,Consumer,East,West Bengal,Technology,Printers,Laser Printer,7,8565.84,0.05,56962.81,8205.19
ORD100451,2025-04-27,Customer 1038,Consumer,North,Punjab,Furniture,Furnishings,Desk Lamp,3,3646.3,0.05,10391.96,1935.86
ORD100452,2025-03-20,Customer 1110,Consumer,North,Uttar Pradesh,Office Supplies,Art Supplies,Sketch Pens,7,734.4,0.15,4369.69,272.31
ORD100453,2025-03-17,Customer 1111,Corporate,South,Andhra Pradesh,Technology,Printers,Laser Printer,5,18177.36,0,90886.78,15239.53
ORD100454,2025-03-11,Customer 1188,Consumer,West,Gujarat,Furniture,Furnishings,Whiteboard,6,3927.98,0.15,20032.72,3566.21
ORD100455,2025-02-06,Customer 1048,Consumer,East,West Bengal,Office Supplies,Storage,Storage Box,1,4096.14,0.1,3686.52,499.0
ORD100456,2025-06-06,Customer 1095,Consumer,South,Telangana,Office Supplies,Art Supplies,Notebooks,2,556.53,0.02,1090.8,129.73
ORD100457,2025-02-27,Customer 1120,Consumer,North,Punjab,Technology,Laptops,Gaming Laptop,1,81043.49,0,81043.49,11923.6
ORD100458,2025-10-03,Customer 1171,Consumer,South,Telangana,Technology,Accessories,USB Hub,5,5298.52,0.02,25962.74,5917.32
ORD100459,2025-05-11,Customer 1002,Consumer,South,Karnataka,Technology,Laptops,Ultrabook,5,73484.55,0.1,330680.49,65820.87
ORD100460,2025-12-06,Customer 1097,Consumer,East,West Bengal,Office Supplies,Paper,Premium Paper,7,824.21,0.1,5192.53,549.67
ORD100461,2025-06-11,Customer 1182,Consumer,West,Gujarat,Office Supplies,Paper,A4 Paper,2,575.42,0.1,1035.76,184.73
ORD100462,2025-09-29,Customer 1077,Consumer,East,Bihar,Technology,Printers,Laser Printer,1,16709.84,0.05,15874.35,2312.63
ORD100463,2025-02-01,Customer 1022,Corporate,East,Odisha,Office Supplies,Paper,Premium Paper,2,348.61,0.1,627.5,125.2
ORD100464,2025-08-02,Customer 1167,Consumer,South,Andhra Pradesh,Furniture,Furnishings,Whiteboard,5,2475.71,0.15,10521.76,752.2
ORD100465,2025-03-12,Customer 1081,Consumer,East,West Bengal,Office Supplies,Binders,Presentation Binder,7,140.96,0.15,838.74,204.87
ORD100466,2025-04-05,Customer 1077,Consumer,East,Bihar,Office Supplies,Binders,Ring Binder,7,213.85,0.1,1347.25,358.99
ORD100467,2025-03-19,Customer 1145,Corporate,South,Andhra Pradesh,Technology,Laptops,Business Laptop,7,148525.34,0.15,883725.76,89441.68
ORD100468,2025-04-29,Customer 1095,Consumer,North,Uttar Pradesh,Technology,Printers,Laser Printer,5,30691.87,0.1,138113.42,29230.9
ORD100469,2025-09-09,Customer 1243,Consumer,West,Gujarat,Technology,Laptops,Business Laptop,1,87901.86,0,87901.86,24928.59
ORD100470,2025-04-15,Customer 1109,Consumer,North,Delhi,Technology,Printers,Inkjet Printer,6,16097.08,0.1,86924.22,21754.45
ORD100471,2025-11-08,Customer 1224,Corporate,West,Maharashtra,Office Supplies,Art Supplies,Notebooks,6,707.72,0.15,3609.4,570.47
ORD100472,2025-09-24,Customer 1099,Consumer,North,Delhi,Furniture,Chairs,Ergonomic Chair,5,11299.1,0.2,45196.41,1746.18
ORD100473,2025-04-08,Customer 1013,Corporate,East,Odisha,Furniture,Bookcases,Metal Bookcase,4,7413.52,0.05,28171.36,5701.59
ORD100474,2025-08-26,Customer 1100,Consumer,West,Goa,Technology,Phones,Galaxy Phone,7,57225.0,0.2,320459.98,48136.15
ORD100475,2025-01-13,Customer 1182,Corporate,South,Telangana,Furniture,Tables,Meeting Table,1,11252.06,0.2,9001.65,1554.47
ORD100476,2025-02-16,Customer 1130,Corporate,North,Punjab,Office Supplies,Storage,Storage Box,5,4302.22,0.2,17208.88,3511.21
ORD100477,2025-07-13,Customer 1037,Consumer,West,Maharashtra,Technology,Laptops,Gaming Laptop,5,136487.07,0.02,668786.63,74012.81
ORD100478,2025-08-03,Customer 1000,Corporate,East,Bihar,Technology,Printers,Inkjet Printer,6,12059.49,0.02,70909.79,20301.15
ORD100479,2025-01-07,Customer 1150,Corporate,West,Goa,Furniture,Furnishings,Desk Organizer,7,534.5,0.1,3367.37,361.43
ORD100480,2025-07-29,Customer 1211,Consumer,West,Gujarat,Technology,Phones,Galaxy Phone,5,36633.57,0.2,146534.27,22370.02
ORD100481,2025-03-17,Customer 1076,Consumer,North,Delhi,Furniture,Chairs,Ergonomic Chair,7,3970.27,0.15,23623.08,5359.21
ORD100482,2025-01-26,Customer 1152,Corporate,North,Punjab,Furniture,Tables,Office Table,6,12109.51,0.2,58125.67,10586.6
ORD100483,2025-08-22,Customer 1194,Consumer,East,West Bengal,Office Supplies,Paper,Premium Paper,3,489.57,0.1,1321.84,311.24
ORD100484,2025-05-30,Customer 1156,Consumer,West,Maharashtra,Technology,Accessories,Headset,5,3306.67,0.02,16202.71,3695.55
ORD100485,2025-09-05,Customer 1033,Corporate,East,Jharkhand,Furniture,Bookcases,Metal Bookcase,5,14565.0,0.15,61901.24,7449.67
ORD100486,2025-09-24,Customer 1006,Consumer,West,Maharashtra,Furniture,Tables,Study Table,2,22714.68,0.02,44520.77,3354.54
ORD100487,2025-04-17,Customer 1051,Corporate,West,Rajasthan,Furniture,Bookcases,Metal Bookcase,5,18605.76,0.02,91168.23,7064.21
ORD100488,2025-02-04,Customer 1145,Corporate,East,West Bengal,Technology,Accessories,Wireless Mouse,1,5020.77,0.05,4769.73,737.55
ORD100489,2025-03-31,Customer 1039,Corporate,South,Karnataka,Technology,Accessories,USB Hub,4,5722.7,0.2,18312.65,1096.3
ORD100490,2025-08-25,Customer 1004,Consumer,West,Rajasthan,Office Supplies,Paper,Premium Paper,5,721.23,0.05,3425.83,649.67
ORD100491,2025-07-01,Customer 1042,Corporate,North,Uttar Pradesh,Office Supplies,Storage,Storage Box,3,5904.99,0.2,14171.97,2090.93
ORD100492,2025-04-06,Customer 1224,Consumer,North,Uttar Pradesh,Office Supplies,Storage,File Cabinet,6,383.44,0.1,2070.6,153.42
ORD100493,2025-06-04,Customer 1113,Consumer,South,Tamil Nadu,Furniture,Tables,Office Table,3,24623.6,0.02,72393.38,19976.07
ORD100494,2025-09-14,Customer 1240,Consumer,South,Andhra Pradesh,Technology,Printers,Inkjet Printer,7,16165.46,0,113158.24,29519.64
ORD100495,2025-04-16,Customer 1223,Consumer,North,Uttar Pradesh,Furniture,Chairs,Ergonomic Chair,3,17018.89,0.2,40845.34,8846.58
ORD100496,2025-01-24,Customer 1082,Consumer,North,Haryana,Furniture,Bookcases,Wood Bookcase,5,17773.64,0.2,71094.57,16086.56
ORD100497,2025-05-22,Customer 1159,Corporate,East,West Bengal,Office Supplies,Paper,Premium Paper,2,352.37,0,704.74,58.75
ORD100498,2025-04-16,Customer 1018,Consumer,East,Bihar,Furniture,Bookcases,Wood Bookcase,6,18570.05,0.15,94707.25,9126.13
ORD100499,2025-10-04,Customer 1109,Consumer,West,Goa,Technology,Phones,Pixel Phone,6,21380.55,0.1,115454.98,7716.55
ORD100500,2025-11-12,Customer 1236,Corporate,East,Jharkhand,Technology,Laptops,Ultrabook,7,115441.38,0.15,686876.2,41061.48
ORD100501,2025-10-18,Customer 1119,Consumer,South,Andhra Pradesh,Technology,Printers,Laser Printer,4,15690.97,0.2,50211.09,9351.69
ORD100502,2025-03-15,Customer 1225,Consumer,East,Jharkhand,Office Supplies,Art Supplies,Markers,6,1104.85,0.05,6297.67,1517.94
ORD100503,2025-01-16,Customer 1154,Corporate,North,Delhi,Furniture,Bookcases,Metal Bookcase,4,19300.91,0.05,73343.46,17341.85
ORD100504,2025-07-27,Customer 1158,Consumer,North,Punjab,Technology,Phones,Pixel Phone,5,48885.32,0.15,207762.59,27727.42
ORD100505,2025-09-04,Customer 1087,Consumer,West,Gujarat,Technology,Laptops,Ultrabook,5,90270.59,0.1,406217.67,73032.44
ORD100506,2025-03-30,Customer 1210,Consumer,North,Haryana,Office Supplies,Art Supplies,Markers,5,735.49,0.05,3493.56,662.45
ORD100507,2025-07-27,Customer 1209,Consumer,North,Delhi,Furniture,Furnishings,Whiteboard,4,4369.93,0,17479.74,1746.53
ORD100508,2025-03-17,Customer 1224,Consumer,South,Karnataka,Furniture,Bookcases,Metal Bookcase,5,14613.8,0.02,71607.62,8610.5
ORD100509,2025-08-11,Customer 1230,Consumer,East,West Bengal,Office Supplies,Paper,Premium Paper,7,332.91,0.05,2213.86,179.83
ORD100510,2025-01-01,Customer 1081,Corporate,East,Jharkhand,Technology,Accessories,Wireless Mouse,2,3419.81,0.15,5813.67,751.35
ORD100511,2025-07-15,Customer 1092,Small Business,West,Gujarat,Furniture,Tables,Meeting Table,2,9705.67,0.1,17470.21,4202.15
ORD100512,2025-05-28,Customer 1249,Small Business,South,Telangana,Technology,Phones,iPhone,1,27647.72,0.1,24882.95,4970.22
ORD100513,2025-03-12,Customer 1115,Consumer,West,Gujarat,Office Supplies,Art Supplies,Notebooks,2,572.55,0.1,1030.6,181.85
ORD100514,2025-04-06,Customer 1139,Corporate,West,Maharashtra,Furniture,Furnishings,Desk Organizer,2,4772.78,0.05,9068.28,1431.74
ORD100515,2025-01-20,Customer 1219,Small Business,West,Rajasthan,Office Supplies,Paper,Premium Paper,6,302.04,0.2,1449.8,276.74
ORD100516,2025-08-27,Customer 1019,Corporate,North,Haryana,Furniture,Chairs,Ergonomic Chair,4,12644.61,0.2,40462.76,9763.28
ORD100517,2025-11-10,Customer 1084,Consumer,North,Haryana,Office Supplies,Paper,Premium Paper,4,583.23,0.1,2099.63,380.61
ORD100518,2025-05-29,Customer 1013,Corporate,South,Karnataka,Technology,Accessories,Headset,1,4664.59,0.15,3964.9,315.99
ORD100519,2025-11-16,Customer 1157,Consumer,North,Haryana,Technology,Phones,Galaxy Phone,5,23149.77,0.05,109961.41,13519.89
ORD100520,2025-01-08,Customer 1179,Consumer,North,Punjab,Furniture,Tables,Study Table,4,14244.17,0.02,55837.15,7397.06
ORD100521,2025-09-28,Customer 1192,Small Business,North,Uttar Pradesh,Technology,Phones,Galaxy Phone,5,80574.1,0.02,394813.11,102365.22
ORD100522,2025-05-02,Customer 1067,Corporate,West,Maharashtra,Office Supplies,Binders,Ring Binder,5,388.43,0.05,1845.05,146.59
ORD100523,2025-01-27,Customer 1174,Corporate,South,Tamil Nadu,Furniture,Furnishings,Whiteboard,4,4976.9,0.15,16921.47,1589.02
ORD100524,2025-05-15,Customer 1080,Small Business,South,Telangana,Furniture,Furnishings,Desk Lamp,3,6063.34,0.1,16371.0,2276.24
ORD100525,2025-02-19,Customer 1205,Consumer,East,Jharkhand,Office Supplies,Art Supplies,Notebooks,6,1037.11,0.05,5911.52,750.6
ORD100526,2025-08-25,Customer 1002,Corporate,South,Telangana,Office Supplies,Binders,Presentation Binder,6,369.92,0.02,2175.11,313.04
ORD100527,2025-01-07,Customer 1049,Consumer,West,Maharashtra,Technology,Phones,iPhone,4,41551.6,0.2,132965.12,12276.05
ORD100528,2025-01-30,Customer 1195,Small Business,South,Andhra Pradesh,Office Supplies,Paper,A4 Paper,1,806.69,0.02,790.55,124.68
ORD100529,2025-02-26,Customer 1177,Small Business,South,Karnataka,Technology,Printers,Laser Printer,6,19696.43,0.05,112269.62,26580.85
ORD100530,2025-05-12,Customer 1208,Consumer,South,Tamil Nadu,Office Supplies,Storage,Storage Box,4,2453.82,0,9815.3,1342.86
ORD100531,2025-02-05,Customer 1196,Consumer,West,Maharashtra,Office Supplies,Binders,Presentation Binder,2,351.1,0,702.21,78.4
ORD100532,2025-08-15,Customer 1127,Consumer,East,West Bengal,Technology,Phones,Galaxy Phone,5,66745.53,0.1,300354.86,17759.46
ORD100533,2025-01-20,Customer 1125,Consumer,West,Goa,Technology,Accessories,USB Hub,5,723.33,0.2,2893.33,685.09
ORD100534,2025-02-05,Customer 1077,Consumer,South,Telangana,Technology,Printers,Laser Printer,5,21988.51,0.05,104445.44,14711.84
ORD100535,2025-07-07,Customer 1098,Corporate,East,Bihar,Technology,Printers,Inkjet Printer,6,12687.37,0.15,64705.6,3309.88
ORD100536,2025-12-23,Customer 1035,Consumer,West,Maharashtra,Office Supplies,Storage,File Cabinet,1,5334.24,0.1,4800.82,1040.68
ORD100537,2025-10-31,Customer 1207,Consumer,South,Telangana,Furniture,Chairs,Visitor Chair,6,7962.1,0.15,40606.7,10346.17
ORD100538,2025-01-19,Customer 1117,Small Business,East,Odisha,Technology,Phones,Pixel Phone,1,32182.44,0.2,25745.95,4552.13
ORD100539,2025-10-24,Customer 1158,Consumer,South,Andhra Pradesh,Office Supplies,Paper,A4 Paper,4,674.99,0.1,2429.97,618.62
ORD100540,2025-01-08,Customer 1209,Consumer,South,Tamil Nadu,Furniture,Bookcases,Wood Bookcase,4,15196.45,0.15,51667.94,2922.89
ORD100541,2025-11-01,Customer 1083,Consumer,South,Andhra Pradesh,Technology,Laptops,Gaming Laptop,3,130209.71,0.2,312503.3,56015.44
ORD100542,2025-06-14,Customer 1043,Corporate,South,Andhra Pradesh,Office Supplies,Binders,Presentation Binder,1,130.71,0.02,128.1,30.96
ORD100543,2025-08-13,Customer 1199,Consumer,South,Tamil Nadu,Office Supplies,Paper,A4 Paper,1,764.18,0.2,611.35,100.71
ORD100544,2025-02-11,Customer 1206,Corporate,North,Uttar Pradesh,Technology,Phones,iPhone,6,57779.95,0.05,329345.69,52388.65
ORD100545,2025-12-21,Customer 1009,Corporate,South,Tamil Nadu,Technology,Accessories,USB Hub,4,2207.3,0.02,8652.61,1811.15
ORD100546,2025-11-10,Customer 1135,Small Business,North,Haryana,Furniture,Bookcases,Metal Bookcase,4,4579.98,0.02,17953.5,2104.49
ORD100547,2025-10-04,Customer 1247,Small Business,South,Tamil Nadu,Furniture,Tables,Meeting Table,1,9842.97,0.02,9646.12,2177.65
ORD100548,2025-04-01,Customer 1085,Corporate,South,Tamil Nadu,Office Supplies,Paper,A4 Paper,6,486.73,0.02,2861.95,488.33
ORD100549,2025-01-23,Customer 1229,Consumer,North,Uttar Pradesh,Office Supplies,Binders,Ring Binder,7,92.21,0.15,548.63,37.33
ORD100550,2025-10-31,Customer 1188,Consumer,East,Odisha,Furniture,Bookcases,Wood Bookcase,7,6427.33,0.02,44091.45,4258.09
ORD100551,2025-07-12,Customer 1099,Consumer,South,Tamil Nadu,Technology,Printers,Laser Printer,4,11058.36,0.15,37598.41,5361.46
ORD100552,2025-04-10,Customer 1034,Consumer,East,Jharkhand,Office Supplies,Binders,Presentation Binder,2,93.48,0.15,158.92,8.84
ORD100553,2025-08-23,Customer 1231,Consumer,West,Gujarat,Technology,Accessories,Keyboard,3,4502.91,0.2,10806.98,2589.43
ORD100554,2025-02-14,Customer 1186,Consumer,West,Gujarat,Office Supplies,Art Supplies,Markers,5,594.51,0.1,2675.31,311.45
ORD100555,2025-05-07,Customer 1011,Consumer,East,Jharkhand,Furniture,Tables,Study Table,2,27843.87,0,55687.74,9573.27
ORD100556,2025-09-16,Customer 1061,Consumer,North,Delhi,Furniture,Furnishings,Whiteboard,7,5288.11,0,37016.74,6645.88
ORD100557,2025-12-21,Customer 1171,Consumer,West,Goa,Office Supplies,Binders,Presentation Binder,3,180.41,0,541.22,45.19
ORD100558,2025-10-20,Customer 1094,Corporate,North,Delhi,Office Supplies,Art Supplies,Markers,7,858.61,0.02,5890.03,1465.26
ORD100559,2025-11-18,Customer 1156,Consumer,North,Punjab,Furniture,Bookcases,Wood Bookcase,3,11953.29,0.05,34066.87,7531.24
ORD100560,2025-12-17,Customer 1013,Consumer,North,Haryana,Furniture,Bookcases,Wood Bookcase,5,21043.14,0.2,84172.56,9265.54
ORD100561,2025-08-27,Customer 1052,Consumer,North,Haryana,Furniture,Tables,Study Table,5,22621.84,0.15,96142.83,19089.56
ORD100562,2025-05-03,Customer 1128,Corporate,North,Haryana,Furniture,Tables,Study Table,7,10635.93,0.05,70728.94,18746.37
ORD100563,2025-01-28,Customer 1136,Corporate,North,Haryana,Furniture,Furnishings,Whiteboard,5,3660.1,0,18300.48,3356.97
ORD100564,2025-08-20,Customer 1073,Small Business,East,West Bengal,Office Supplies,Paper,A4 Paper,4,306.75,0.1,1104.3,278.89
ORD100565,2025-02-25,Customer 1005,Consumer,South,Andhra Pradesh,Technology,Laptops,Gaming Laptop,2,136874.28,0.15,232686.28,58628.34
ORD100566,2025-08-31,Customer 1133,Corporate,East,Jharkhand,Furniture,Chairs,Office Chair,2,4412.77,0.02,8649.03,2237.4
ORD100567,2025-10-24,Customer 1113,Consumer,East,Odisha,Furniture,Bookcases,Metal Bookcase,5,16152.47,0.15,68647.99,15632.5
ORD100568,2025-06-06,Customer 1072,Consumer,South,Andhra Pradesh,Office Supplies,Binders,Presentation Binder,3,487.7,0,1463.11,164.8
ORD100569,2025-11-13,Customer 1203,Consumer,South,Andhra Pradesh,Office Supplies,Storage,Storage Box,2,5068.12,0.2,8109.0,1857.26
ORD100570,2025-03-01,Customer 1008,Corporate,North,Haryana,Office Supplies,Binders,Presentation Binder,3,235.26,0.02,691.67,137.47
ORD100571,2025-03-17,Customer 1127,Corporate,East,Jharkhand,Furniture,Tables,Study Table,3,8037.25,0,24111.75,4074.98
ORD100572,2025-06-13,Customer 1204,Corporate,South,Tamil Nadu,Technology,Accessories,Headset,4,6344.66,0.15,21571.84,4081.72
ORD100573,2025-06-23,Customer 1158,Small Business,North,Uttar Pradesh,Office Supplies,Paper,A4 Paper,6,608.12,0.05,3466.31,252.88
ORD100574,2025-07-02,Customer 1021,Consumer,North,Uttar Pradesh,Technology,Laptops,Ultrabook,5,68325.1,0.05,324544.25,35880.78
ORD100575,2025-12-13,Customer 1014,Small Business,North,Haryana,Office Supplies,Art Supplies,Markers,4,415.42,0.15,1412.43,218.99
ORD100576,2025-07-23,Customer 1078,Small Business,South,Telangana,Office Supplies,Art Supplies,Sketch Pens,4,478.76,0.05,1819.27,260.85
ORD100577,2025-04-21,Customer 1108,Corporate,West,Goa,Office Supplies,Art Supplies,Sketch Pens,3,238.36,0.2,572.06,139.29
ORD100578,2025-03-13,Customer 1245,Corporate,North,Uttar Pradesh,Technology,Accessories,USB Hub,7,4009.4,0.05,26662.49,2187.54
ORD100579,2025-02-15,Customer 1234,Consumer,North,Punjab,Furniture,Bookcases,Metal Bookcase,2,14226.74,0.2,22762.79,3526.9
ORD100580,2025-07-15,Customer 1118,Consumer,East,West Bengal,Furniture,Chairs,Office Chair,7,11985.52,0.1,75508.77,13443.72
ORD100581,2025-03-20,Customer 1125,Small Business,East,Odisha,Technology,Printers,Laser Printer,6,25645.58,0.05,146179.79,23282.71
ORD100582,2025-01-15,Customer 1111,Small Business,North,Uttar Pradesh,Office Supplies,Art Supplies,Markers,5,907.4,0.15,3856.45,571.55
ORD100583,2025-12-22,Customer 1224,Corporate,North,Haryana,Furniture,Chairs,Office Chair,2,11933.99,0.02,23390.62,3399.36
ORD100584,2025-03-25,Customer 1019,Consumer,North,Punjab,Technology,Printers,Inkjet Printer,1,15115.97,0.15,12848.58,2352.17
ORD100585,2025-02-18,Customer 1136,Corporate,South,Andhra Pradesh,Furniture,Bookcases,Metal Bookcase,3,16495.27,0.2,39588.64,4345.05
ORD100586,2025-01-07,Customer 1039,Consumer,South,Andhra Pradesh,Furniture,Bookcases,Metal Bookcase,4,10455.48,0.02,40985.48,3997.39
ORD100587,2025-10-14,Customer 1079,Corporate,North,Punjab,Furniture,Chairs,Ergonomic Chair,7,5402.87,0,37820.06,7015.4
ORD100588,2025-08-15,Customer 1177,Consumer,East,Odisha,Technology,Accessories,Wireless Mouse,6,5831.82,0.02,34291.08,3542.86
ORD100589,2025-06-07,Customer 1198,Consumer,South,Tamil Nadu,Technology,Phones,Pixel Phone,6,69122.59,0,414735.52,40271.55
